photo_cod,image_path,hpi,ivr
VI1980,out_img_norm/VI1980_yolo.png,1,6
VI2769,out_img_norm/VI2769_yolo.png,2,4
VI683,out_img_norm/VI683_yolo.png,1,7
VI3098,out_img_norm/VI3098_yolo.png,1,3
VI978,out_img_norm/VI978_yolo.png,1,3
GI113,out_img_norm/GI113_yolo.png,5,0
VI482,out_img_norm/VI482_yolo.png,1,6
VI1046,out_img_norm/VI1046_yolo.png,1,2
VI1462,out_img_norm/VI1462_yolo.png,1,7
VI2813,out_img_norm/VI2813_yolo.png,1,2
VI1643,out_img_norm/VI1643_yolo.png,1,1
VI991,out_img_norm/VI991_yolo.png,1,2
VI3287,out_img_norm/VI3287_yolo.png,0,0
GI151,out_img_norm/GI151_yolo.png,1,7
VI1725,out_img_norm/VI1725_yolo.png,2,5
VI155,out_img_norm/VI155_yolo.png,2,6
VI2869,out_img_norm/VI2869_yolo.png,2,1
VI2711,out_img_norm/VI2711_yolo.png,2,2
VI3115,out_img_norm/VI3115_yolo.png,0,0
VI2089,out_img_norm/VI2089_yolo.png,5,0
GI843,out_img_norm/GI843_yolo.png,2,1
VI1599,out_img_norm/VI1599_yolo.png,0,0
VI1228,out_img_norm/VI1228_yolo.png,1,5
VI1752,out_img_norm/VI1752_yolo.png,1,1
VI4214,out_img_norm/VI4214_yolo.png,2,4
VI141,out_img_norm/VI141_yolo.png,1,7
VI2411,out_img_norm/VI2411_yolo.png,1,7
GI1061,out_img_norm/GI1061_yolo.png,1,7
VI3066,out_img_norm/VI3066_yolo.png,1,4
VI627,out_img_norm/VI627_yolo.png,1,7
VI1834,out_img_norm/VI1834_yolo.png,1,7
VI2080,out_img_norm/VI2080_yolo.png,5,0
VI759,out_img_norm/VI759_yolo.png,1,2
VI2897,out_img_norm/VI2897_yolo.png,2,1
VI2393,out_img_norm/VI2393_yolo.png,2,1
VI4078,out_img_norm/VI4078_yolo.png,5,0
VI4351,out_img_norm/VI4351_yolo.png,5,0
VI1491,out_img_norm/VI1491_yolo.png,1,7
VI3413,out_img_norm/VI3413_yolo.png,1,7
VI1792,out_img_norm/VI1792_yolo.png,1,7
VI4285,out_img_norm/VI4285_yolo.png,2,7
VI114,out_img_norm/VI114_yolo.png,1,7
VI3590,out_img_norm/VI3590_yolo.png,0,0
VI2266,out_img_norm/VI2266_yolo.png,0,0
VI3193,out_img_norm/VI3193_yolo.png,1,1
GI829,out_img_norm/GI829_yolo.png,0,0
GI741,out_img_norm/GI741_yolo.png,0,0
VI124,out_img_norm/VI124_yolo.png,1,7
VI3410,out_img_norm/VI3410_yolo.png,0,0
VI3298,out_img_norm/VI3298_yolo.png,0,0
VI2662,out_img_norm/VI2662_yolo.png,1,7
VI3682,out_img_norm/VI3682_yolo.png,3,1
VI343,out_img_norm/VI343_yolo.png,1,6
VI2830,out_img_norm/VI2830_yolo.png,2,1
VI4442,out_img_norm/VI4442_yolo.png,1,7
VI1680,out_img_norm/VI1680_yolo.png,0,0
VI2658,out_img_norm/VI2658_yolo.png,5,0
VI4194,out_img_norm/VI4194_yolo.png,3,5
VI3,out_img_norm/VI3_yolo.png,1,6
GI29,out_img_norm/GI29_yolo.png,1,7
VI3458,out_img_norm/VI3458_yolo.png,1,7
VI26,out_img_norm/VI26_yolo.png,1,1
VI648,out_img_norm/VI648_yolo.png,1,6
GI358,out_img_norm/GI358_yolo.png,0,0
VI2161,out_img_norm/VI2161_yolo.png,0,0
GI279,out_img_norm/GI279_yolo.png,0,0
GI628,out_img_norm/GI628_yolo.png,0,0
GI374,out_img_norm/GI374_yolo.png,1,7
VI3756,out_img_norm/VI3756_yolo.png,2,1
VI1421,out_img_norm/VI1421_yolo.png,1,7
GI296,out_img_norm/GI296_yolo.png,2,1
VI2195,out_img_norm/VI2195_yolo.png,0,0
VI204,out_img_norm/VI204_yolo.png,1,7
VI3668,out_img_norm/VI3668_yolo.png,2,1
GI344,out_img_norm/GI344_yolo.png,1,6
GI135,out_img_norm/GI135_yolo.png,0,0
VI1609,out_img_norm/VI1609_yolo.png,1,7
VI3191,out_img_norm/VI3191_yolo.png,1,7
VI3110,out_img_norm/VI3110_yolo.png,0,0
VI2416,out_img_norm/VI2416_yolo.png,0,0
VI2387,out_img_norm/VI2387_yolo.png,3,1
VI3480,out_img_norm/VI3480_yolo.png,1,7
VI3235,out_img_norm/VI3235_yolo.png,1,7
VI2196,out_img_norm/VI2196_yolo.png,0,0
VI192,out_img_norm/VI192_yolo.png,0,0
VI4002,out_img_norm/VI4002_yolo.png,2,1
VI3748,out_img_norm/VI3748_yolo.png,1,7
VI1112,out_img_norm/VI1112_yolo.png,1,7
VI615,out_img_norm/VI615_yolo.png,1,7
VI1803,out_img_norm/VI1803_yolo.png,1,1
GI625,out_img_norm/GI625_yolo.png,1,7
VI2831,out_img_norm/VI2831_yolo.png,0,0
VI1771,out_img_norm/VI1771_yolo.png,1,7
VI3104,out_img_norm/VI3104_yolo.png,0,0
VI3099,out_img_norm/VI3099_yolo.png,1,7
VI3588,out_img_norm/VI3588_yolo.png,1,7
VI4427,out_img_norm/VI4427_yolo.png,0,0
VI4238,out_img_norm/VI4238_yolo.png,3,1
VI3726,out_img_norm/VI3726_yolo.png,1,1
VI787,out_img_norm/VI787_yolo.png,1,3
VI3174,out_img_norm/VI3174_yolo.png,0,0
VI929,out_img_norm/VI929_yolo.png,1,2
GI370,out_img_norm/GI370_yolo.png,0,0
VI1785,out_img_norm/VI1785_yolo.png,5,0
VI3177,out_img_norm/VI3177_yolo.png,0,0
VI3239,out_img_norm/VI3239_yolo.png,0,0
GI71,out_img_norm/GI71_yolo.png,3,6
GI539,out_img_norm/GI539_yolo.png,0,0
GI889,out_img_norm/GI889_yolo.png,0,0
VI196,out_img_norm/VI196_yolo.png,2,7
VI3567,out_img_norm/VI3567_yolo.png,0,0
VI3706,out_img_norm/VI3706_yolo.png,0,0
VI1716,out_img_norm/VI1716_yolo.png,2,1
VI4256,out_img_norm/VI4256_yolo.png,3,6
VI3017,out_img_norm/VI3017_yolo.png,1,7
VI364,out_img_norm/VI364_yolo.png,1,2
VI2802,out_img_norm/VI2802_yolo.png,2,7
VI583,out_img_norm/VI583_yolo.png,0,0
GI89,out_img_norm/GI89_yolo.png,1,7
VI2871,out_img_norm/VI2871_yolo.png,2,1
GI204,out_img_norm/GI204_yolo.png,3,1
VI1155,out_img_norm/VI1155_yolo.png,0,0
GI635,out_img_norm/GI635_yolo.png,1,7
VI1356,out_img_norm/VI1356_yolo.png,5,0
VI752,out_img_norm/VI752_yolo.png,1,7
VI3453,out_img_norm/VI3453_yolo.png,1,7
VI1035,out_img_norm/VI1035_yolo.png,1,6
GI1064,out_img_norm/GI1064_yolo.png,0,0
GI1059,out_img_norm/GI1059_yolo.png,1,4
VI2447,out_img_norm/VI2447_yolo.png,0,0
VI927,out_img_norm/VI927_yolo.png,2,2
VI1549,out_img_norm/VI1549_yolo.png,1,1
VI2130,out_img_norm/VI2130_yolo.png,1,7
VI4112,out_img_norm/VI4112_yolo.png,1,7
VI3260,out_img_norm/VI3260_yolo.png,2,7
GI285,out_img_norm/GI285_yolo.png,0,0
VI1833,out_img_norm/VI1833_yolo.png,1,1
VI2936,out_img_norm/VI2936_yolo.png,1,7
VI4398,out_img_norm/VI4398_yolo.png,0,0
VI1247,out_img_norm/VI1247_yolo.png,5,0
VI865,out_img_norm/VI865_yolo.png,1,2
VI1617,out_img_norm/VI1617_yolo.png,1,7
VI3665,out_img_norm/VI3665_yolo.png,2,1
VI2762,out_img_norm/VI2762_yolo.png,3,1
VI2159,out_img_norm/VI2159_yolo.png,0,0
VI2795,out_img_norm/VI2795_yolo.png,0,0
VI2372,out_img_norm/VI2372_yolo.png,2,1
GI275,out_img_norm/GI275_yolo.png,3,1
VI3101,out_img_norm/VI3101_yolo.png,1,5
VI4484,out_img_norm/VI4484_yolo.png,2,2
VI2970,out_img_norm/VI2970_yolo.png,3,2
VI374,out_img_norm/VI374_yolo.png,1,1
VI188,out_img_norm/VI188_yolo.png,1,7
VI1125,out_img_norm/VI1125_yolo.png,1,2
VI412,out_img_norm/VI412_yolo.png,2,5
VI1574,out_img_norm/VI1574_yolo.png,1,1
VI1216,out_img_norm/VI1216_yolo.png,4,1
VI1878,out_img_norm/VI1878_yolo.png,5,0
VI3326,out_img_norm/VI3326_yolo.png,0,0
GI550,out_img_norm/GI550_yolo.png,1,7
VI1108,out_img_norm/VI1108_yolo.png,5,0
GI150,out_img_norm/GI150_yolo.png,1,7
VI497,out_img_norm/VI497_yolo.png,5,0
VI50,out_img_norm/VI50_yolo.png,5,0
VI3291,out_img_norm/VI3291_yolo.png,0,0
VI1358,out_img_norm/VI1358_yolo.png,5,0
VI1976,out_img_norm/VI1976_yolo.png,1,7
VI142,out_img_norm/VI142_yolo.png,1,6
VI1641,out_img_norm/VI1641_yolo.png,1,1
VI2452,out_img_norm/VI2452_yolo.png,0,0
VI742,out_img_norm/VI742_yolo.png,1,7
VI1270,out_img_norm/VI1270_yolo.png,6,0
VI28,out_img_norm/VI28_yolo.png,1,7
VI801,out_img_norm/VI801_yolo.png,2,2
VI4145,out_img_norm/VI4145_yolo.png,0,0
VI1041,out_img_norm/VI1041_yolo.png,1,2
GI355,out_img_norm/GI355_yolo.png,1,1
VI827,out_img_norm/VI827_yolo.png,5,0
GI305,out_img_norm/GI305_yolo.png,2,1
VI2695,out_img_norm/VI2695_yolo.png,0,0
VI4358,out_img_norm/VI4358_yolo.png,1,6
VI4197,out_img_norm/VI4197_yolo.png,1,4
VI896,out_img_norm/VI896_yolo.png,4,1
VI214,out_img_norm/VI214_yolo.png,1,7
VI2323,out_img_norm/VI2323_yolo.png,0,0
VI2138,out_img_norm/VI2138_yolo.png,2,7
VI2895,out_img_norm/VI2895_yolo.png,3,1
VI932,out_img_norm/VI932_yolo.png,4,1
VI2901,out_img_norm/VI2901_yolo.png,1,7
VI154,out_img_norm/VI154_yolo.png,1,6
VI115,out_img_norm/VI115_yolo.png,1,7
VI3341,out_img_norm/VI3341_yolo.png,0,0
VI1974,out_img_norm/VI1974_yolo.png,5,0
VI2339,out_img_norm/VI2339_yolo.png,1,7
VI4467,out_img_norm/VI4467_yolo.png,1,7
VI3359,out_img_norm/VI3359_yolo.png,0,0
VI2246,out_img_norm/VI2246_yolo.png,1,1
VI1182,out_img_norm/VI1182_yolo.png,1,6
VI2900,out_img_norm/VI2900_yolo.png,2,5
VI4144,out_img_norm/VI4144_yolo.png,0,0
VI278,out_img_norm/VI278_yolo.png,1,7
GI258,out_img_norm/GI258_yolo.png,5,0
VI719,out_img_norm/VI719_yolo.png,1,7
VI2373,out_img_norm/VI2373_yolo.png,3,1
VI2659,out_img_norm/VI2659_yolo.png,5,0
VI3419,out_img_norm/VI3419_yolo.png,1,1
VI376,out_img_norm/VI376_yolo.png,1,1
VI914,out_img_norm/VI914_yolo.png,2,5
GI388,out_img_norm/GI388_yolo.png,1,7
VI1858,out_img_norm/VI1858_yolo.png,1,7
VI1763,out_img_norm/VI1763_yolo.png,2,1
VI2596,out_img_norm/VI2596_yolo.png,1,1
GI263,out_img_norm/GI263_yolo.png,3,1
GI79,out_img_norm/GI79_yolo.png,0,0
VI1101,out_img_norm/VI1101_yolo.png,0,0
VI4230,out_img_norm/VI4230_yolo.png,2,1
VI1952,out_img_norm/VI1952_yolo.png,0,0
VI4459,out_img_norm/VI4459_yolo.png,4,1
VI1409,out_img_norm/VI1409_yolo.png,0,0
GI34,out_img_norm/GI34_yolo.png,0,0
VI102,out_img_norm/VI102_yolo.png,2,3
VI2800,out_img_norm/VI2800_yolo.png,1,7
GI129,out_img_norm/GI129_yolo.png,2,7
VI4076,out_img_norm/VI4076_yolo.png,4,1
GI167,out_img_norm/GI167_yolo.png,5,0
GI25,out_img_norm/GI25_yolo.png,1,7
VI224,out_img_norm/VI224_yolo.png,2,7
VI2263,out_img_norm/VI2263_yolo.png,0,0
VI4027,out_img_norm/VI4027_yolo.png,1,1
VI1067,out_img_norm/VI1067_yolo.png,1,6
VI3088,out_img_norm/VI3088_yolo.png,0,0
VI333,out_img_norm/VI333_yolo.png,1,4
VI3562,out_img_norm/VI3562_yolo.png,0,0
VI1919,out_img_norm/VI1919_yolo.png,1,7
GI808,out_img_norm/GI808_yolo.png,0,0
VI119,out_img_norm/VI119_yolo.png,1,7
VI1526,out_img_norm/VI1526_yolo.png,2,7
GI744,out_img_norm/GI744_yolo.png,0,0
VI1297,out_img_norm/VI1297_yolo.png,5,0
VI1794,out_img_norm/VI1794_yolo.png,0,0
VI2287,out_img_norm/VI2287_yolo.png,1,5
VI820,out_img_norm/VI820_yolo.png,2,1
GI572,out_img_norm/GI572_yolo.png,0,0
VI966,out_img_norm/VI966_yolo.png,5,0
VI2017,out_img_norm/VI2017_yolo.png,0,0
VI1287,out_img_norm/VI1287_yolo.png,5,0
VI2587,out_img_norm/VI2587_yolo.png,4,1
VI780,out_img_norm/VI780_yolo.png,5,0
VI1229,out_img_norm/VI1229_yolo.png,1,7
VI427,out_img_norm/VI427_yolo.png,1,7
VI3183,out_img_norm/VI3183_yolo.png,1,1
VI1447,out_img_norm/VI1447_yolo.png,1,7
VI3336,out_img_norm/VI3336_yolo.png,1,7
GI319,out_img_norm/GI319_yolo.png,5,0
VI4394,out_img_norm/VI4394_yolo.png,1,3
GI898,out_img_norm/GI898_yolo.png,0,0
VI470,out_img_norm/VI470_yolo.png,1,7
VI1299,out_img_norm/VI1299_yolo.png,5,0
VI3447,out_img_norm/VI3447_yolo.png,0,0
VI632,out_img_norm/VI632_yolo.png,0,0
VI3212,out_img_norm/VI3212_yolo.png,0,0
VI1369,out_img_norm/VI1369_yolo.png,1,7
VI2484,out_img_norm/VI2484_yolo.png,1,7
VI3698,out_img_norm/VI3698_yolo.png,4,1
VI3325,out_img_norm/VI3325_yolo.png,0,0
VI108,out_img_norm/VI108_yolo.png,1,7
GI615,out_img_norm/GI615_yolo.png,1,7
VI96,out_img_norm/VI96_yolo.png,1,7
VI3704,out_img_norm/VI3704_yolo.png,0,0
GI198,out_img_norm/GI198_yolo.png,5,0
GI405,out_img_norm/GI405_yolo.png,1,1
VI2260,out_img_norm/VI2260_yolo.png,0,0
VI2034,out_img_norm/VI2034_yolo.png,4,7
GI891,out_img_norm/GI891_yolo.png,1,7
VI1429,out_img_norm/VI1429_yolo.png,5,0
VI51,out_img_norm/VI51_yolo.png,5,0
VI1702,out_img_norm/VI1702_yolo.png,2,7
VI1111,out_img_norm/VI1111_yolo.png,1,5
GI3,out_img_norm/GI3_yolo.png,1,7
VI4055,out_img_norm/VI4055_yolo.png,5,0
VI69,out_img_norm/VI69_yolo.png,1,7
VI1837,out_img_norm/VI1837_yolo.png,5,0
VI2368,out_img_norm/VI2368_yolo.png,0,0
VI255,out_img_norm/VI255_yolo.png,1,7
GI817,out_img_norm/GI817_yolo.png,1,7
VI4475,out_img_norm/VI4475_yolo.png,1,7
VI1514,out_img_norm/VI1514_yolo.png,3,1
GI196,out_img_norm/GI196_yolo.png,5,0
GI131,out_img_norm/GI131_yolo.png,0,0
VI1217,out_img_norm/VI1217_yolo.png,5,0
VI1913,out_img_norm/VI1913_yolo.png,0,0
VI2787,out_img_norm/VI2787_yolo.png,1,1
GI149,out_img_norm/GI149_yolo.png,1,6
VI1402,out_img_norm/VI1402_yolo.png,0,0
GI18,out_img_norm/GI18_yolo.png,1,7
VI4203,out_img_norm/VI4203_yolo.png,1,2
VI3204,out_img_norm/VI3204_yolo.png,1,7
VI677,out_img_norm/VI677_yolo.png,1,6
VI1548,out_img_norm/VI1548_yolo.png,1,7
VI580,out_img_norm/VI580_yolo.png,1,7
VI250,out_img_norm/VI250_yolo.png,0,0
VI4468,out_img_norm/VI4468_yolo.png,0,0
VI444,out_img_norm/VI444_yolo.png,1,6
VI3167,out_img_norm/VI3167_yolo.png,1,7
VI1253,out_img_norm/VI1253_yolo.png,4,2
VI263,out_img_norm/VI263_yolo.png,2,7
VI2626,out_img_norm/VI2626_yolo.png,5,0
VI3249,out_img_norm/VI3249_yolo.png,0,0
VI1650,out_img_norm/VI1650_yolo.png,0,0
VI2657,out_img_norm/VI2657_yolo.png,5,0
VI1664,out_img_norm/VI1664_yolo.png,5,0
VI3082,out_img_norm/VI3082_yolo.png,1,2
VI3464,out_img_norm/VI3464_yolo.png,1,7
VI2865,out_img_norm/VI2865_yolo.png,4,3
VI3678,out_img_norm/VI3678_yolo.png,3,1
VI2042,out_img_norm/VI2042_yolo.png,5,0
GI525,out_img_norm/GI525_yolo.png,0,0
VI3500,out_img_norm/VI3500_yolo.png,1,7
VI3272,out_img_norm/VI3272_yolo.png,0,0
VI784,out_img_norm/VI784_yolo.png,2,7
GI178,out_img_norm/GI178_yolo.png,4,1
VI1359,out_img_norm/VI1359_yolo.png,6,0
VI4303,out_img_norm/VI4303_yolo.png,3,6
VI2681,out_img_norm/VI2681_yolo.png,1,7
VI2209,out_img_norm/VI2209_yolo.png,1,7
VI1393,out_img_norm/VI1393_yolo.png,0,0
VI13,out_img_norm/VI13_yolo.png,1,6
VI3546,out_img_norm/VI3546_yolo.png,1,7
VI1663,out_img_norm/VI1663_yolo.png,5,0
GI68,out_img_norm/GI68_yolo.png,0,0
VI2395,out_img_norm/VI2395_yolo.png,1,1
VI3210,out_img_norm/VI3210_yolo.png,5,0
VI1080,out_img_norm/VI1080_yolo.png,1,2
GI391,out_img_norm/GI391_yolo.png,1,7
VI2143,out_img_norm/VI2143_yolo.png,1,7
GI231,out_img_norm/GI231_yolo.png,3,1
VI2852,out_img_norm/VI2852_yolo.png,3,1
GI506,out_img_norm/GI506_yolo.png,0,0
VI2655,out_img_norm/VI2655_yolo.png,5,0
VI3437,out_img_norm/VI3437_yolo.png,1,7
VI240,out_img_norm/VI240_yolo.png,1,7
VI2019,out_img_norm/VI2019_yolo.png,1,7
VI1602,out_img_norm/VI1602_yolo.png,0,0
VI715,out_img_norm/VI715_yolo.png,1,7
VI540,out_img_norm/VI540_yolo.png,1,6
VI1000,out_img_norm/VI1000_yolo.png,4,1
VI1392,out_img_norm/VI1392_yolo.png,1,7
VI611,out_img_norm/VI611_yolo.png,0,0
GI551,out_img_norm/GI551_yolo.png,0,0
GI494,out_img_norm/GI494_yolo.png,1,7
VI1239,out_img_norm/VI1239_yolo.png,5,0
VI2145,out_img_norm/VI2145_yolo.png,0,0
GI100,out_img_norm/GI100_yolo.png,0,0
GI238,out_img_norm/GI238_yolo.png,5,0
VI1188,out_img_norm/VI1188_yolo.png,1,7
VI4326,out_img_norm/VI4326_yolo.png,5,0
GI655,out_img_norm/GI655_yolo.png,2,7
VI1262,out_img_norm/VI1262_yolo.png,5,0
GI629,out_img_norm/GI629_yolo.png,1,7
GI65,out_img_norm/GI65_yolo.png,0,0
VI758,out_img_norm/VI758_yolo.png,2,2
VI3687,out_img_norm/VI3687_yolo.png,2,1
VI4269,out_img_norm/VI4269_yolo.png,2,1
VI43,out_img_norm/VI43_yolo.png,1,6
GI698,out_img_norm/GI698_yolo.png,0,0
VI1601,out_img_norm/VI1601_yolo.png,1,1
VI3314,out_img_norm/VI3314_yolo.png,1,7
VI415,out_img_norm/VI415_yolo.png,4,5
VI2850,out_img_norm/VI2850_yolo.png,1,7
VI508,out_img_norm/VI508_yolo.png,1,7
VI54,out_img_norm/VI54_yolo.png,1,6
GI208,out_img_norm/GI208_yolo.png,0,0
VI4251,out_img_norm/VI4251_yolo.png,1,7
VI2894,out_img_norm/VI2894_yolo.png,1,1
VI1223,out_img_norm/VI1223_yolo.png,1,2
GI485,out_img_norm/GI485_yolo.png,1,1
VI1279,out_img_norm/VI1279_yolo.png,6,0
VI547,out_img_norm/VI547_yolo.png,0,0
VI2969,out_img_norm/VI2969_yolo.png,2,1
VI3050,out_img_norm/VI3050_yolo.png,2,1
VI3573,out_img_norm/VI3573_yolo.png,0,0
VI2979,out_img_norm/VI2979_yolo.png,5,0
GI659,out_img_norm/GI659_yolo.png,2,7
VI4437,out_img_norm/VI4437_yolo.png,0,0
VI942,out_img_norm/VI942_yolo.png,5,0
VI4387,out_img_norm/VI4387_yolo.png,0,0
VI2214,out_img_norm/VI2214_yolo.png,1,1
VI2121,out_img_norm/VI2121_yolo.png,0,0
VI1744,out_img_norm/VI1744_yolo.png,1,6
GI366,out_img_norm/GI366_yolo.png,1,7
VI983,out_img_norm/VI983_yolo.png,1,2
VI1586,out_img_norm/VI1586_yolo.png,5,0
VI2716,out_img_norm/VI2716_yolo.png,2,1
VI1700,out_img_norm/VI1700_yolo.png,2,7
GI217,out_img_norm/GI217_yolo.png,3,1
VI2326,out_img_norm/VI2326_yolo.png,0,0
VI1050,out_img_norm/VI1050_yolo.png,0,0
VI3255,out_img_norm/VI3255_yolo.png,1,7
VI992,out_img_norm/VI992_yolo.png,2,2
VI86,out_img_norm/VI86_yolo.png,2,4
VI668,out_img_norm/VI668_yolo.png,2,5
GI200,out_img_norm/GI200_yolo.png,5,0
VI756,out_img_norm/VI756_yolo.png,1,4
VI2676,out_img_norm/VI2676_yolo.png,1,7
GI123,out_img_norm/GI123_yolo.png,6,0
GI745,out_img_norm/GI745_yolo.png,1,7
VI2684,out_img_norm/VI2684_yolo.png,1,7
VI2595,out_img_norm/VI2595_yolo.png,0,0
VI853,out_img_norm/VI853_yolo.png,1,1
VI4272,out_img_norm/VI4272_yolo.png,3,1
VI37,out_img_norm/VI37_yolo.png,1,6
GI9,out_img_norm/GI9_yolo.png,0,0
VI2225,out_img_norm/VI2225_yolo.png,0,0
VI1810,out_img_norm/VI1810_yolo.png,1,7
VI3179,out_img_norm/VI3179_yolo.png,0,0
VI777,out_img_norm/VI777_yolo.png,5,0
VI2747,out_img_norm/VI2747_yolo.png,6,0
GI70,out_img_norm/GI70_yolo.png,5,0
VI826,out_img_norm/VI826_yolo.png,5,0
VI2858,out_img_norm/VI2858_yolo.png,2,1
VI1517,out_img_norm/VI1517_yolo.png,0,0
VI2170,out_img_norm/VI2170_yolo.png,0,0
VI182,out_img_norm/VI182_yolo.png,1,7
VI2700,out_img_norm/VI2700_yolo.png,6,0
VI1176,out_img_norm/VI1176_yolo.png,2,7
VI2316,out_img_norm/VI2316_yolo.png,0,0
VI1441,out_img_norm/VI1441_yolo.png,0,0
VI4423,out_img_norm/VI4423_yolo.png,0,0
VI1875,out_img_norm/VI1875_yolo.png,0,0
GI502,out_img_norm/GI502_yolo.png,0,0
VI1107,out_img_norm/VI1107_yolo.png,1,2
VI179,out_img_norm/VI179_yolo.png,1,7
VI3468,out_img_norm/VI3468_yolo.png,1,3
VI3758,out_img_norm/VI3758_yolo.png,0,0
VI4154,out_img_norm/VI4154_yolo.png,0,0
GI798,out_img_norm/GI798_yolo.png,0,0
VI4125,out_img_norm/VI4125_yolo.png,1,6
VI133,out_img_norm/VI133_yolo.png,1,7
VI2815,out_img_norm/VI2815_yolo.png,1,1
GI24,out_img_norm/GI24_yolo.png,1,7
VI3114,out_img_norm/VI3114_yolo.png,1,7
VI4338,out_img_norm/VI4338_yolo.png,6,0
VI2768,out_img_norm/VI2768_yolo.png,1,1
GI725,out_img_norm/GI725_yolo.png,0,0
VI4219,out_img_norm/VI4219_yolo.png,3,2
VI3417,out_img_norm/VI3417_yolo.png,0,0
GI651,out_img_norm/GI651_yolo.png,0,0
VI2725,out_img_norm/VI2725_yolo.png,3,1
VI1945,out_img_norm/VI1945_yolo.png,0,0
VI1756,out_img_norm/VI1756_yolo.png,0,0
VI1397,out_img_norm/VI1397_yolo.png,0,0
VI98,out_img_norm/VI98_yolo.png,1,6
VI262,out_img_norm/VI262_yolo.png,1,7
VI3247,out_img_norm/VI3247_yolo.png,1,1
VI4347,out_img_norm/VI4347_yolo.png,0,0
GI193,out_img_norm/GI193_yolo.png,5,0
VI1162,out_img_norm/VI1162_yolo.png,1,7
VI3988,out_img_norm/VI3988_yolo.png,3,7
VI1656,out_img_norm/VI1656_yolo.png,1,1
VI741,out_img_norm/VI741_yolo.png,1,7
GI224,out_img_norm/GI224_yolo.png,2,1
VI1695,out_img_norm/VI1695_yolo.png,2,1
VI3510,out_img_norm/VI3510_yolo.png,4,1
VI1660,out_img_norm/VI1660_yolo.png,5,0
VI4430,out_img_norm/VI4430_yolo.png,1,7
VI881,out_img_norm/VI881_yolo.png,1,5
VI2350,out_img_norm/VI2350_yolo.png,0,0
VI675,out_img_norm/VI675_yolo.png,1,6
GI611,out_img_norm/GI611_yolo.png,1,7
VI4131,out_img_norm/VI4131_yolo.png,1,6
GI684,out_img_norm/GI684_yolo.png,2,7
VI1871,out_img_norm/VI1871_yolo.png,1,1
GI398,out_img_norm/GI398_yolo.png,4,4
GI386,out_img_norm/GI386_yolo.png,0,0
VI3484,out_img_norm/VI3484_yolo.png,0,0
GI880,out_img_norm/GI880_yolo.png,1,7
VI4472,out_img_norm/VI4472_yolo.png,1,7
VI3148,out_img_norm/VI3148_yolo.png,2,7
VI1917,out_img_norm/VI1917_yolo.png,1,7
VI2054,out_img_norm/VI2054_yolo.png,0,0
VI2911,out_img_norm/VI2911_yolo.png,2,4
VI2022,out_img_norm/VI2022_yolo.png,5,0
VI3157,out_img_norm/VI3157_yolo.png,1,7
VI4208,out_img_norm/VI4208_yolo.png,1,1
GI637,out_img_norm/GI637_yolo.png,2,7
VI1202,out_img_norm/VI1202_yolo.png,5,0
VI3992,out_img_norm/VI3992_yolo.png,3,2
VI4308,out_img_norm/VI4308_yolo.png,5,0
VI1535,out_img_norm/VI1535_yolo.png,1,2
VI2673,out_img_norm/VI2673_yolo.png,1,7
VI894,out_img_norm/VI894_yolo.png,2,2
VI877,out_img_norm/VI877_yolo.png,5,0
VI4225,out_img_norm/VI4225_yolo.png,1,3
GI396,out_img_norm/GI396_yolo.png,2,1
VI1786,out_img_norm/VI1786_yolo.png,5,0
VI91,out_img_norm/VI91_yolo.png,1,5
VI466,out_img_norm/VI466_yolo.png,1,5
VI2986,out_img_norm/VI2986_yolo.png,0,0
VI35,out_img_norm/VI35_yolo.png,1,7
VI149,out_img_norm/VI149_yolo.png,1,7
VI4164,out_img_norm/VI4164_yolo.png,2,7
VI3261,out_img_norm/VI3261_yolo.png,2,7
GI78,out_img_norm/GI78_yolo.png,4,7
GI776,out_img_norm/GI776_yolo.png,1,7
VI775,out_img_norm/VI775_yolo.png,5,0
VI888,out_img_norm/VI888_yolo.png,2,3
GI899,out_img_norm/GI899_yolo.png,1,7
VI1768,out_img_norm/VI1768_yolo.png,0,0
VI1865,out_img_norm/VI1865_yolo.png,1,6
VI1564,out_img_norm/VI1564_yolo.png,1,7
VI3202,out_img_norm/VI3202_yolo.png,5,0
VI4451,out_img_norm/VI4451_yolo.png,4,1
VI1717,out_img_norm/VI1717_yolo.png,1,1
VI2344,out_img_norm/VI2344_yolo.png,0,0
VI3131,out_img_norm/VI3131_yolo.png,0,0
VI817,out_img_norm/VI817_yolo.png,1,7
GI682,out_img_norm/GI682_yolo.png,0,0
VI2704,out_img_norm/VI2704_yolo.png,0,0
VI122,out_img_norm/VI122_yolo.png,1,7
VI2175,out_img_norm/VI2175_yolo.png,0,0
GI674,out_img_norm/GI674_yolo.png,0,0
VI2051,out_img_norm/VI2051_yolo.png,2,1
VI1087,out_img_norm/VI1087_yolo.png,1,7
VI2776,out_img_norm/VI2776_yolo.png,1,1
VI3100,out_img_norm/VI3100_yolo.png,1,6
VI62,out_img_norm/VI62_yolo.png,2,3
VI609,out_img_norm/VI609_yolo.png,1,2
VI1671,out_img_norm/VI1671_yolo.png,1,1
VI2302,out_img_norm/VI2302_yolo.png,0,0
VI1236,out_img_norm/VI1236_yolo.png,5,0
VI533,out_img_norm/VI533_yolo.png,1,6
VI1118,out_img_norm/VI1118_yolo.png,2,6
